-0,82.76,27.95,1.49,63.68
-0,82.99,32.5,12.58,60.72
-0,82.3,34.58,18.34,56.3
-0,82,34.71,24.23,53.37
-0,81.63,34.21,55.71,51.26
-0,81.43,33.13,74.25,49.76
-0,81.46,31.58,84.94,46.95
-0,81.5,29.42,82.35,46.64
-0,81.48,26.74,80.65,47.14
-0,81.47,23.02,76.93,34.75
-0,82.21,17.08,78.31,24.31
-0,81.33,4.15,74.28,37.62
-0,80.96,8.01,72.76,66.96
-0,80.65,14.93,66.02,63.85
-0,80.47,18.26,62.63,60.97
-0,80.36,20.14,60.9,58.37
-0,80.17,20.59,54.2,53.93
-0,80.08,20.51,55.07,51.58
-0,79.84,20.24,51.98,50.27
-0,79.78,19.58,50.82,46.7
-0,79.43,18.34,40.93,46.81
-0,79.19,16.68,30.58,47.04
-0,79.25,14.66,31.76,34.06
-0,79.65,11.66,32.94,24.23
-0,79.47,7.1,31.21,43.3
-0,78.65,1.63,27.84,66.19
-0,78.21,1.01,22.33,62.12
-0,77.87,1.01,12.8,59.41
-0,77.62,1.01,3.04,51.39
-0,77.45,1.01,10.38,30.13
-0,77.51,1.3,13.26,13.03
-0,77.56,3.24,13.96,2.96
-0,77.69,4.3,13.87,1.06
-0,78,5.48,12.93,2.04
-0,77.08,6.36,11.33,9.24
-0,76.8,5.56,8.77,18.44
-0,76.56,4.04,5.23,32.14
-0,76.23,3.7,1.32,56
-0,75.89,5.1,1.01,75.44
-0,75.7,6.85,1.01,70.66
-0,75.4,16.48,1.01,74.59
-0,75.2,34.11,1.01,71.67
-0,75.22,67.06,1.48,68.53
-0,75.14,89.62,1.49,65.78
-0,75.23,84.26,1.64,67.08
-0,75.42,81.45,1.99,62.89
-0,74.39,82.92,1.2,62.82
-0,73.62,78.28,1.01,64.15
-0,73.1,72.87,1.01,61.88
-0,72.87,63.71,1.01,44.2
-0,72.58,58.59,1.01,37.78
-0,72.15,59.87,1.01,69.17
-0,71.94,52.17,1.01,75.3
-0,72.08,53.57,1.37,66.72
-0,71.78,53.66,8.73,63.78
-0,71.98,50.33,17.06,62.83
-0,70.91,42.84,50.14,58.21
-0,70.37,32.21,74.01,55.14
-0,69.49,42.14,84.68,52.07
-0,68.85,44.89,82.88,47.53
-0,68.51,45.1,80.62,47.97
-0,68.03,43.74,77.86,36.52
-0,67.08,40.91,77.59,24.22
-0,66.39,35.35,74.9,31.95
-0,65.76,21.5,72.6,65.23
-0,62.72,25.86,66.92,62.89
-0,63.47,32.16,62.19,58.6
-0,61.51,34.39,60.7,56.41
-0,61.47,34.53,55,43.87
-0,61.44,33.91,54.63,21.45
-0,59.79,32.62,51.5,8.89
-0,59.24,30.99,52.46,2.05
-0,53.75,28.72,43.38,1.03
-0,52.58,25.85,30.61,5.44
-0,56.58,22.02,25.59,13.75
-0,52.22,15.92,31.62,21
-0,41.33,4.04,29.94,39.26
-0,36.85,8.95,26.38,65.27
-0,38.24,16.99,21.63,62.72
-0,55.53,23.59,12.36,58.81
-0,55.46,35.07,2.38,52.29
-0,58.8,50.36,10.06,30.31
-0,63.89,89.25,12.57,14.88
-0,83.88,83.88,13.91,4.36
-0,81.46,81.31,13.6,1.21
-0,81.5,82.48,12.44,1.38
-0,82.61,78.16,10.54,5.05
-0,83.98,72.69,9.15,13.58
-0,81.93,64.07,5.46,23.39
-0,81.93,60.55,1.35,44.19
-0,83.64,57.41,1.01,65.24
-0,82.34,50.84,1.01,62.82
-0,82.33,54.49,1.01,58.73
-0,82.18,53.79,1.01,56.88
-0,83.57,51.23,1.14,44.37
-0,80.78,42.95,1.35,21.27
-0,81.38,27.08,1.03,8.59
-0,82.56,42.41,1.01,1.53
-0,80.71,45.06,1.01,1.02
-0,78.5,45.62,1.01,3.32
-0,74.76,44.01,1.01,13.52
-0,66.16,41.23,1.01,28.86
-0,58.05,35.47,1.01,43.29
-0,53.9,20.27,1.01,64.92
-0,50.04,25.94,1.01,62.68
-0,45.93,32.91,4.38,59.08
-0,40.98,35.04,14.13,52.37
-0,33.36,35.48,20.39,28
-0,37.71,34.99,44.36,13.44
-0,19.48,33.87,70.86,3
-0,24.1,32.38,84.58,1.01
-0,27.56,30.38,83.18,1.01
-0,28.47,27.7,79.77,3.8
-0,18.27,23.94,79.22,8.4
-0,20.32,18.74,77.91,16.96
-0,27.14,5.4,76.12,29.71
-0,27.18,8.51,73.44,65.41
-0,21.74,15.55,67.95,64.48
-0,26.88,18.77,62.49,61.66
-0,29.71,20.58,61.36,58.14
-0,42.14,21.44,55.87,54.8
-0,57.15,21.53,53.46,51.75
-0,76.02,21.02,50.7,49.96
-0,75.61,20.47,53.01,47.88
-0,75.46,19.42,43.8,46.66
-0,77.47,17.82,30.72,47.3
-0,76.76,15.94,31.21,36.2
-0,75.45,13.15,30.34,22.95
-0,76,8.38,29.07,33.79
-0,75.02,2.51,25.2,64.06
-0,75.83,1.01,20.58,63.25
-0,77.13,1.01,10.84,59.02
-0,77.08,1.01,1.25,53.61
-0,74.04,1.01,7.72,32.73
-0,72.14,1.17,10.98,13.96
-0,68.42,3.77,12.32,5.23
-0,80.07,6.2,11.9,1.12
-0,79.44,6.56,11.13,1.01
-0,79.54,4.47,9.57,2.2
-0,80.81,3.48,7.17,10.45
-0,79.6,3.52,3.51,20.58
-0,79.61,3.58,1.03,41.28
-0,78.42,3.8,1.01,63.84
-0,78.46,9,1.01,63.36
-0,78.3,26.95,1.01,58.76
-0,77.7,31.89,1.01,56.79
-0,78.19,53.15,1.01,45.22
-0,70.22,88.76,1.01,21.49
-0,66.9,83.49,1.01,9.42
-0,77.76,82.69,1.01,2.08
-0,73.73,82.57,1.01,1.04
-0,77.1,79.84,1.01,6.81
-0,76.37,71.67,1.01,17.68
-0,76.66,64.53,1.01,28.69
-0,75.67,60.52,1.01,43.5
-0,75.06,58.87,1.01,64.51
-0,74.98,49.9,1.02,64.17
-0,75.49,53.73,5.96,61.96
-0,74.92,53.68,6.84,57.24
-0,73.58,50.96,15.27,53.74
-0,73.11,43.18,31.85,51.98
-0,73.2,28.99,70.49,49.99
-0,73,42.3,85.18,47.84
-0,75.58,44.74,82.87,46.56
-0,64.7,45.46,80.25,47.44
-0,55.31,43.87,78.51,36.97
-0,50.86,41.36,77.34,28.88
-0,49.47,35.77,76.49,34.83
-0,47.47,22.98,73.92,62.22
-0,52.47,24.18,68.55,63.32
-0,49.84,31.83,62.46,59.49
-0,49.68,34.21,61.22,56.94
-0,48.91,34.38,56.68,46.55
-0,53.11,33.92,53.26,25.7
-0,63.62,32.66,51.61,9.15
-0,80.61,31.11,52.26,1.89
-0,76.59,29.01,43.53,1.01
-0,79.67,26.26,31.89,1.68
-0,79.5,22.36,31.61,7.28
-0,80.53,17.09,29.79,16.83
-0,78.61,6.44,28.43,31.36
-0,79.15,4.83,24.78,62.92
-0,77.53,13.92,20.25,63.18
-0,80.06,19.21,11.41,59.21
-0,78.14,42.75,1.45,53.69
-0,75.89,57.61,7.23,33.08
-0,75.22,87.81,10.63,15.26
-0,73.57,83.8,11.38,4.4
-0,64.59,83.58,11.16,1.06
-0,66.45,82.32,10.15,1.03
-0,61.19,79.93,8.49,6.45
-0,57.6,71.09,6.69,14.53
-0,52.42,63.73,3.62,20.94
-0,52.13,45.99,1.03,37.2
-0,48.06,40.85,1.01,63.18
-0,47.32,50.02,1.01,65.17
-0,37.2,53.71,1.01,61.61
-0,38.89,53.44,1.01,58.56
-0,58.04,50.77,1.01,55.04
-0,74.93,43.69,1.01,51.64
-0,68.64,28.42,1.01,50.6
-0,75.97,40.81,1.01,47.43
